Country,Gender,Trust_Index
Bosnia and Herzegovina,Female,High trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,High trust
Bosnia and Herzegovina,Male,High trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,High trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,High trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,High trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,High trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,High trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,High trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,High trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,No score
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,High trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,High trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Female,High trust
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,No score
Bosnia and Herzegovina,Male,Low trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Male,Medium trust
Bosnia and Herzegovina,Female,Medium trust
Bosnia and Herzegovina,Female,Low trust
Bosnia and Herzegovina,Female,Medium trust
